,x,y,cluster,type
1511,36.766182,-7.950807,12,OK
1513,-9.458343,5.6791706,14,OK
1525,-20.88482,12.014091,11,OK
1527,-21.125576,62.448437,9,OK
1529,-26.146605,10.671465,10,OK
1531,-20.599812,61.929104,9,OK
1532,-20.469448,63.034145,9,OK
1533,-20.761234,63.001568,9,OK
1534,34.23951,-7.757286,-1,OK
1536,-7.93315,2.5700738,-1,OK
1538,30.462503,-46.790783,-1,OK
1540,10.647439,-3.201279,13,OK
1542,29.364187,-44.038975,7,OK
1544,-6.984902,7.7603855,8,OK
1546,28.834959,-45.281563,7,OK
1548,-6.5174336,4.3310757,8,OK
1550,29.527018,-45.54121,7,OK
1552,6.2426763,-4.4304895,13,OK
1554,-29.542946,6.3506584,-1,OK
1556,5.804205,-4.322276,13,OK
1569,-27.617216,7.23626,-1,OK
1571,34.986313,-12.054228,-1,OK
1574,-25.584038,10.9473095,10,OK
1576,-25.07293,7.270338,-1,OK
1578,-23.113823,11.60247,10,OK
1580,-3.046905,2.8222575,-1,OK
1582,-19.051615,15.229557,10,OK
1584,-26.940243,9.266226,-1,OK
1586,-25.739723,14.194268,-1,OK
1588,-6.1714835,3.4964492,8,OK
1589,-6.9585915,8.756942,8,OK
1591,-6.1445494,5.4472775,8,OK
1593,-6.0956335,6.282674,8,OK
1594,-6.1918206,6.545665,8,OK
1596,-2.5121531,14.616153,15,OK
1598,-1.4472665,13.649602,-1,OK
1600,1.5459104,11.544145,-1,OK
1602,-3.5834255,14.628497,15,OK
1604,-6.356623,8.454882,8,OK
1606,-1.5647664,10.547479,-1,OK
1608,-2.9172742,14.119955,15,OK
1610,-6.472162,7.2355833,8,OK
1612,-2.1154141,13.611474,15,OK
1614,-1.6983742,13.444419,15,OK
1616,-6.0998487,8.124984,8,OK
1618,5.158641,13.727742,-1,OK
1619,-15.433697,25.340012,-1,OK
1621,-4.2192264,11.844992,-1,OK
1623,-5.8838725,7.7894173,8,OK
1683,8.734792,-4.709161,13,OK
1685,28.038708,-43.659985,7,OK
1687,11.381553,-3.4500744,13,OK
1689,27.960691,-43.087727,7,OK
1690,27.497707,-43.3768,7,OK
1692,-9.676658,7.091777,14,OK
1694,38.161118,-7.5503373,12,OK
1695,11.440389,-2.323577,13,OK
1697,38.61436,-8.061078,12,OK
1699,11.150842,-2.8460302,13,OK
1700,28.59651,-43.476734,7,OK
1702,29.161842,-43.581955,7,OK
1715,14.789985,-19.179518,-1,OK
1717,-10.905906,17.057745,-1,OK
1719,-15.118479,16.003336,-1,OK
1721,-19.816423,16.32835,10,OK
1723,-18.749868,61.593273,9,OK
1725,-21.116898,14.700141,10,OK
1727,-18.882206,62.01698,9,OK
1729,-19.895287,16.2319,10,OK
1730,-22.038883,13.81124,10,OK
1731,-22.142704,13.721394,10,OK
1732,7.6320457,-4.8824,13,OK
1734,29.121439,-42.976025,7,OK
1736,10.181118,-3.6466947,13,OK
1738,28.489534,-43.861084,7,OK
1740,-9.27297,5.0672827,14,OK
1742,36.34882,-8.368526,12,OK
1744,8.778348,-3.7175336,13,OK
1746,36.25178,-7.75237,12,OK
1774,2.7947803,7.21386,-1,OK
1775,3.111747,7.369905,-1,OK
1776,4.362888,7.279302,-1,OK
1778,-15.076444,15.861952,-1,OK
1780,-10.371256,16.257614,-1,OK
1781,-14.81635,14.185328,-1,OK
1783,5.4096136,3.5579133,-1,OK
1785,37.869465,-8.706754,12,OK
1787,-8.898208,4.2734756,14,OK
1789,37.13661,-8.590152,12,OK
1791,9.0242605,-4.3236246,13,OK
1793,39.482662,-10.329776,-1,OK
1795,-9.626317,6.8352757,14,OK
1797,-19.541445,16.89021,10,OK
1801,28.84351,-42.924316,7,OK
1803,-19.432241,17.172638,10,OK
1805,-17.92901,62.261406,9,OK
1807,28.257572,-42.997368,7,OK
1808,28.277113,-42.290775,7,OK
1809,27.508022,-42.366966,7,OK
1831,-17.37592,64.69699,-1,OK
1833,-18.071592,64.37135,-1,OK
1835,-18.08327,64.37514,-1,OK
1837,-18.430138,16.937576,-1,OK
1840,-18.029219,61.951572,9,OK
1842,-19.658407,16.602041,10,OK
1844,-18.150923,61.67853,9,OK
1846,-18.48166,16.582893,-1,OK
1849,11.846635,-2.5023773,13,OK
1852,28.663364,-42.454975,7,OK
1854,10.830689,-2.5077558,13,OK
1857,38.408493,-7.8337793,12,OK
1859,-9.590027,6.6832595,14,OK
1861,38.014595,-7.499467,12,OK
1863,11.0832205,-3.5949168,13,OK
1881,2.1117039,11.285529,-1,OK
1894,36.4356,-12.439248,-1,OK
1896,34.98212,-12.053597,-1,OK
1898,36.557976,-12.474728,-1,OK
1903,36.557995,-12.474764,-1,OK
1905,-25.847961,7.39467,-1,OK
1907,-20.823393,64.76986,-1,OK
1908,-20.824501,64.76973,-1,OK
1910,-12.182907,6.533382,-1,OK
1912,0.7980239,1.6182511,-1,OK
1914,0.6673176,1.4403832,-1,OK
1915,-26.767393,7.6904593,-1,OK
1916,-13.765475,20.636213,-1,OK
